region,annual_rainfall_mm,seasonal_rainfall_mm,cloud_visibility_km,humidity_percent,temperature_c,days_continuous_rainfall,river_discharge_cumecs,flood_occurred
Varanasi,1676.9,1138.3,5.32,68.8,30.9,4.0,3907.0,0
Kurnool,1603.0,803.0,8.62,59.4,30.7,1.3,2410.3,0
Kurnool,2468.2,1775.1,5.03,59.1,29.4,1.9,4021.0,1
Kochi,601.1,465.3,6.9,51.5,32.7,4.6,3049.0,0
Kurnool,1552.0,1125.1,4.19,57.1,28.2,1.6,2864.4,0
Varanasi,1486.9,1168.2,7.85,67.2,30.1,3.5,3225.7,0
Kurnool,2424.0,1220.5,5.79,71.6,27.6,4.2,3680.9,1
Chennai,1771.7,1404.3,4.95,76.5,28.0,4.1,3709.4,1
Varanasi,2967.5,1613.3,6.55,59.8,30.4,6.8,4828.2,1
Lucknow,2230.4,1883.8,6.12,75.8,38.1,5.3,5010.4,1
Patna,1533.4,859.0,6.69,59.1,32.0,3.9,3005.6,0
Surat,1955.8,1313.1,7.53,84.4,31.2,5.4,3564.3,0
Chennai,1569.9,1050.7,9.38,72.8,32.1,1.1,2152.4,0
Lucknow,2358.6,1346.7,7.93,77.4,19.6,5.4,3533.4,1
Surat,934.1,572.4,9.51,65.0,30.3,0.0,1532.7,0
Patna,1264.6,674.7,8.32,63.4,32.6,0.1,2145.1,0
Lucknow,2096.2,1481.1,5.66,66.0,29.3,5.9,3853.6,1
Varanasi,2596.7,2235.4,4.38,71.7,28.8,7.3,5111.6,1
Surat,368.7,218.5,9.49,52.2,25.2,1.5,919.1,0
Kurnool,2693.4,1827.8,3.98,75.3,27.3,7.4,5131.5,1
Chennai,1708.9,1431.8,5.41,77.3,25.7,2.3,3932.0,1
Varanasi,575.5,376.1,7.08,56.3,33.0,2.8,1615.7,0
Kolkata,300.0,247.2,9.2,52.9,35.0,1.5,1260.9,0
Surat,805.9,524.5,8.4,50.9,36.7,0.7,2077.0,0
Guwahati,1787.2,1158.3,6.16,67.0,25.6,3.9,3422.1,0
Chennai,1757.2,915.1,8.33,70.7,26.3,4.9,3504.0,0
Varanasi,2211.6,1119.6,5.82,72.8,26.0,3.4,3162.3,0
Kolkata,1442.8,1046.3,6.37,72.7,24.9,8.0,3313.4,1
Kurnool,1079.8,887.9,8.35,65.5,25.0,6.2,3576.6,0
Patna,1531.5,782.5,8.75,62.6,26.9,3.1,2452.2,0
Surat,1821.8,1566.0,5.08,76.9,32.5,5.2,3929.4,1
Kurnool,1950.0,1192.4,7.05,59.1,26.1,4.0,3777.6,0
Varanasi,1287.0,825.5,6.77,59.8,33.2,1.8,3080.3,0
Guwahati,2385.9,2034.0,4.68,83.7,34.5,7.6,5449.0,1
Bhubaneswar,1396.1,1191.3,6.96,59.3,30.1,5.7,3225.7,0
Kolkata,1234.7,847.2,8.2,62.5,33.9,0.4,2983.4,0
Bhubaneswar,1447.4,831.6,7.97,66.3,23.6,4.3,2963.5,0
Lucknow,2498.6,1317.7,6.82,67.4,26.8,6.6,4056.8,1
Patna,1713.7,980.6,6.09,70.8,29.8,4.7,2967.1,0
Varanasi,1348.6,1080.6,7.48,73.9,29.9,3.7,3635.6,0
Surat,2402.0,1431.7,6.86,70.8,34.7,6.2,3683.6,1
Kurnool,3192.8,2434.7,4.74,85.4,25.0,11.4,6071.3,1
Kochi,1936.3,1041.4,6.35,58.9,26.9,3.7,3871.2,1
Kochi,2602.0,1731.2,6.59,69.7,28.7,6.3,4329.5,1
Chennai,2473.5,1505.0,4.64,83.1,26.9,9.7,5059.0,1
Patna,1406.3,951.6,6.87,75.3,24.8,4.1,3551.7,0
Surat,1817.3,1283.9,6.29,59.0,27.1,2.6,3511.5,0
Surat,966.3,865.8,6.15,62.8,28.0,4.9,2591.9,0
Kochi,1666.8,1425.0,5.95,68.7,34.8,6.0,4333.0,1
Bhubaneswar,1393.0,1063.0,7.34,67.1,24.9,2.5,3575.1,0
Kochi,1538.1,798.6,5.68,69.9,32.3,0.7,2456.7,0
Lucknow,1312.6,1133.5,6.5,76.3,34.1,4.6,3091.8,1
Patna,1613.4,1374.1,4.47,67.7,26.9,4.9,3978.7,1
Varanasi,2146.0,1821.9,7.62,78.2,30.0,4.1,4019.2,1
Kochi,1722.3,1146.3,7.14,69.3,31.3,4.0,2951.1,0
Kurnool,588.2,309.9,8.94,57.7,30.6,0.8,1352.7,0
Guwahati,1315.0,1038.2,7.4,54.2,29.3,3.6,3129.8,0
Varanasi,812.4,507.6,9.02,65.7,26.3,2.8,1571.6,0
Varanasi,1958.6,1185.1,7.89,69.4,31.6,0.8,3125.5,0
Patna,2127.2,1331.3,4.77,69.4,27.5,2.6,3716.9,1
Bhubaneswar,1966.8,1379.8,7.82,61.6,29.1,4.0,3680.9,0
Chennai,1288.2,773.0,9.12,73.8,29.7,5.5,1982.5,0
Guwahati,1960.5,1490.9,6.05,69.4,32.4,10.1,4741.8,1
Surat,1494.4,1108.1,6.86,58.2,36.7,4.0,4003.4,0
Bhubaneswar,1060.2,719.8,4.46,53.7,26.0,2.7,2602.7,0
Kolkata,2282.3,1082.4,5.68,68.9,29.2,0.0,2754.7,1
Varanasi,2331.7,2032.0,5.47,77.6,23.1,9.2,5409.1,1
Kurnool,2416.8,1535.3,7.34,66.1,34.9,6.5,4569.8,1
Patna,1404.6,916.1,8.23,66.1,29.2,3.9,2998.7,0
Surat,2566.6,1681.7,5.61,74.2,27.8,3.6,4542.0,1
Guwahati,1479.2,908.6,9.56,64.1,29.2,7.3,2867.2,0
Chennai,2224.8,1676.5,6.81,66.0,29.4,9.1,4960.1,1
Kurnool,1467.9,669.8,7.55,66.8,26.1,3.0,2182.9,0
Guwahati,1654.4,1394.8,8.74,72.7,33.8,7.0,4303.8,0
Kurnool,300.0,148.8,7.96,59.8,31.6,0.6,366.6,0
Patna,1603.8,1443.2,4.61,63.1,32.1,6.9,4065.2,1
Lucknow,1859.2,1362.1,5.95,59.4,26.3,2.3,3747.3,1
Guwahati,1533.5,735.8,7.0,62.1,26.1,0.0,2405.9,0
Kolkata,2941.5,2068.2,4.42,79.3,28.5,5.0,5105.1,1
Patna,1044.4,625.7,8.96,66.9,32.2,0.7,1140.6,0
Kurnool,1433.7,1260.0,6.61,69.9,31.0,3.3,3717.9,0
Kochi,1211.8,957.3,7.32,61.0,25.9,4.4,3680.6,0
Lucknow,1433.5,972.2,7.36,59.0,31.7,3.0,2575.3,0
Guwahati,2470.4,1589.5,3.36,69.3,25.1,5.7,4174.9,1
Kurnool,2760.7,2479.5,2.22,77.4,26.4,6.6,6379.5,1
Varanasi,1344.5,1008.8,6.79,70.8,29.6,1.1,3082.7,0
Chennai,1330.0,906.1,6.52,60.3,24.3,3.4,3273.7,1
Kochi,1047.9,659.2,7.75,58.6,25.1,1.3,2548.9,0
Lucknow,2649.1,1579.0,7.47,81.6,35.2,5.7,3717.0,1
Varanasi,2528.7,1940.6,5.02,81.9,34.5,8.1,5075.7,1
Kochi,1731.1,1237.0,5.24,60.9,38.2,7.8,4208.4,1
Chennai,892.5,742.3,6.95,70.5,30.8,2.6,2419.5,0
Kurnool,950.7,664.6,9.88,54.3,31.6,6.0,2866.8,0
Kochi,1910.9,1360.7,8.1,64.7,28.4,5.7,3886.1,1
Chennai,2157.1,1434.0,6.91,66.1,27.6,6.6,3995.9,1
Guwahati,457.0,362.5,6.96,57.8,32.5,3.4,1766.1,0
Kolkata,1591.1,1013.2,7.54,67.9,34.4,5.1,2788.2,0
Kolkata,2851.9,2376.7,4.54,77.2,32.1,7.0,5629.6,1
Patna,1658.6,990.5,7.29,67.7,25.6,5.8,3246.7,0
Kochi,2768.3,2108.5,4.1,71.7,30.6,6.9,5402.9,1
Guwahati,2221.9,1892.7,4.82,74.4,25.9,7.5,5329.2,1
Chennai,1095.2,871.9,6.82,63.4,27.7,3.4,2666.3,0
Guwahati,1609.8,972.6,6.04,55.5,35.5,5.8,3918.4,0
Kochi,1716.3,1317.9,8.02,69.8,24.2,5.6,4331.5,1
Chennai,1180.9,641.4,9.02,61.4,37.7,0.0,1753.5,0
Bhubaneswar,1169.6,556.9,7.93,55.8,31.2,6.2,2625.7,0
Chennai,2779.4,2240.5,4.81,72.7,27.1,9.8,6492.6,1
Patna,1164.7,947.6,7.78,61.2,29.3,2.3,2529.3,0
Lucknow,2501.0,1151.3,9.47,64.0,26.3,1.9,2800.8,0
Bhubaneswar,1516.3,1329.0,7.45,77.6,26.8,6.7,4517.7,1
Lucknow,1783.3,1160.3,7.79,78.1,29.3,2.2,3425.1,1
Surat,2165.2,1856.4,5.34,55.5,27.7,8.3,5570.3,1
Varanasi,1410.9,1135.4,6.45,68.2,25.3,6.3,3720.0,1
Kochi,2169.1,1855.3,6.82,77.5,28.1,5.4,4688.2,1
Varanasi,469.8,387.6,9.34,57.2,23.7,0.0,960.9,0
Patna,2085.8,1852.8,4.39,77.4,23.9,5.8,4882.6,1
Patna,300.0,219.9,9.5,66.9,23.9,0.0,1688.7,0
Chennai,1652.5,912.6,8.35,55.0,35.7,3.8,3392.2,0
Chennai,2355.3,1472.8,3.86,69.1,30.6,6.1,4608.9,1
Lucknow,2204.5,1737.9,4.55,82.5,31.4,7.8,5173.3,1
Patna,956.0,497.7,8.77,52.1,29.0,0.1,2596.8,0
Varanasi,1039.7,902.9,5.34,62.5,31.0,5.0,2398.7,0
Kochi,1352.4,733.5,5.9,59.0,33.7,0.7,2294.5,0
Chennai,1921.0,1621.7,5.53,76.0,30.6,7.6,4251.0,1
Kolkata,479.2,320.0,9.32,65.0,35.6,0.0,1996.9,0
Chennai,1791.4,1483.8,6.73,69.4,28.9,8.5,4271.1,1
Bhubaneswar,2002.4,1764.6,7.24,71.2,31.4,5.4,5021.8,1
Kolkata,1616.0,1034.2,7.25,54.1,31.8,4.9,3075.3,1
Kolkata,2141.5,1634.9,5.39,78.3,25.3,7.3,4784.7,1
Surat,1945.4,1073.9,5.63,62.6,29.2,1.4,2851.9,0
Surat,1447.9,1173.3,6.42,64.8,21.6,5.9,3617.1,1
Guwahati,541.5,443.5,9.27,64.8,28.5,0.5,1792.3,0
Chennai,1886.7,1099.7,7.84,66.1,27.9,3.4,3551.9,0
Kolkata,1180.5,544.0,8.56,66.0,27.6,0.6,1811.3,0
Surat,1424.1,917.2,8.02,66.9,27.4,6.6,3593.5,0
Kochi,2111.4,1111.7,8.39,66.3,31.0,1.7,3418.7,0
Guwahati,2721.3,2226.9,4.54,77.0,25.5,8.9,5713.2,1
Kochi,1775.3,1007.4,8.72,57.4,36.4,2.4,3655.8,0
Patna,2160.1,1889.4,4.42,71.2,31.3,9.0,5582.3,1
Kolkata,861.1,764.1,7.69,68.4,25.8,7.4,2892.1,0
Chennai,1959.6,1683.2,5.16,64.9,31.6,4.8,4656.0,1
Guwahati,1761.1,1267.7,7.5,62.2,33.0,4.9,4081.9,0
Kurnool,2599.0,1482.3,5.03,63.1,30.5,4.6,4256.1,1
Varanasi,1448.7,1178.2,6.48,66.6,25.0,6.3,3762.9,1
Kolkata,1642.9,1258.0,4.61,74.8,37.9,4.1,2171.2,0
Lucknow,2488.2,2213.8,5.14,78.3,31.6,9.8,5577.9,1
Guwahati,1740.2,1078.5,8.43,51.7,24.0,3.1,3386.2,0
Kurnool,1079.3,514.2,9.34,63.5,29.8,6.4,2092.7,0
Guwahati,3458.6,3110.2,3.35,80.5,28.1,6.9,7430.2,1
Lucknow,1098.9,909.0,8.36,66.3,29.0,4.0,3275.9,0
Lucknow,1757.9,966.3,8.08,62.9,24.2,3.5,2911.9,0
Varanasi,2025.3,1572.7,6.61,64.1,29.2,5.6,3597.7,0
Kurnool,1974.0,888.9,8.23,62.6,25.7,3.8,2560.3,0
Guwahati,1676.7,1175.4,6.12,63.0,27.6,4.4,3714.6,1
Kolkata,1679.9,1030.2,6.95,66.2,30.5,4.2,3657.7,0
Kolkata,1647.3,1024.0,7.26,59.0,27.1,4.5,2353.6,0
Lucknow,1074.6,601.8,7.77,53.7,27.8,5.7,2597.1,0
Guwahati,3197.6,1834.4,3.62,76.0,32.3,1.1,3648.8,1
Kurnool,1657.0,1084.7,5.69,71.5,25.4,7.6,3703.5,1
Kurnool,2188.0,1228.9,6.97,69.6,26.4,9.6,4097.9,1
Bhubaneswar,1582.5,1044.3,8.13,60.6,24.0,0.3,3657.6,0
Varanasi,1569.4,1114.0,6.99,60.7,25.7,4.1,3085.5,0
Bhubaneswar,1504.0,1158.1,9.92,61.4,29.5,6.9,4136.6,0
Patna,792.6,598.2,7.13,65.8,31.6,4.0,2760.9,0
Lucknow,1695.6,947.7,7.84,58.6,25.8,6.8,3242.2,0
Kurnool,1535.4,718.0,9.29,66.8,31.4,3.3,2541.4,0
Varanasi,2561.5,2112.5,5.89,78.0,29.4,3.6,5033.3,1
Varanasi,1022.1,861.2,8.27,70.2,23.5,5.7,2740.2,0
Lucknow,1424.9,1268.8,7.8,72.9,29.7,5.9,3456.0,0
Varanasi,1216.0,1072.4,7.13,68.0,33.8,6.8,3384.5,0
Chennai,2737.6,2012.8,6.77,64.4,21.4,4.2,4474.6,1
Surat,1234.9,1052.6,8.53,68.2,37.0,1.4,2660.4,0
Kochi,2165.5,1411.0,5.37,68.5,26.6,5.1,3879.2,0
Kolkata,2430.6,1954.9,5.43,70.5,22.4,9.7,5553.5,1
Bhubaneswar,1705.0,1500.2,4.4,76.8,29.6,8.7,4717.0,1
Guwahati,905.1,731.6,9.52,60.7,32.3,1.2,2182.2,0
Kolkata,913.3,581.9,8.43,57.1,27.9,1.3,1695.2,0
Kurnool,2358.8,1462.5,7.67,75.0,30.2,11.0,4927.8,1
Chennai,980.6,569.9,8.09,57.7,37.5,1.0,2257.4,0
Guwahati,2054.8,1264.1,4.6,63.0,29.8,5.9,3592.7,1
Bhubaneswar,1874.3,1535.6,8.92,62.1,40.9,4.7,3730.2,1
Surat,2045.1,1565.9,6.1,64.3,34.1,6.6,4234.9,0
Surat,2106.5,1184.8,5.72,61.3,29.2,2.6,3167.3,1
Bhubaneswar,1193.1,918.9,8.68,67.1,30.2,1.7,3110.6,0
Lucknow,1165.9,723.7,10.0,55.4,27.7,1.9,2605.9,0
Kochi,2264.7,1587.6,5.68,58.2,30.0,4.7,4215.7,1
Kolkata,1390.9,857.7,7.45,64.6,31.2,2.5,3404.1,0
Surat,300.0,205.4,9.3,53.1,27.4,1.8,1371.4,0
Guwahati,2221.7,1729.4,4.36,70.6,23.5,10.0,5684.0,1
Kurnool,1126.4,877.5,6.75,70.6,34.3,2.0,3107.8,0
Patna,2103.6,1659.6,7.7,70.5,32.9,4.0,4731.9,1
Bhubaneswar,2705.3,1693.5,5.52,79.4,23.3,6.2,4715.3,1
Chennai,1810.9,1377.6,5.46,67.1,29.7,3.3,3721.0,1
Kochi,2447.2,1364.1,5.91,73.4,33.1,1.7,3458.2,0
Surat,1900.0,1263.2,7.82,63.2,32.7,6.7,4218.4,0
Varanasi,2831.8,2017.4,2.76,73.9,26.2,7.5,5012.0,1
Chennai,1109.6,842.1,7.87,57.0,32.9,3.4,2619.6,0
Kurnool,1794.7,1544.1,8.71,64.1,29.1,1.7,4455.1,0
Kurnool,2237.6,1313.8,8.76,65.6,30.6,3.6,3845.0,0
Surat,1676.2,1391.9,6.98,59.6,25.3,2.2,3952.5,0
Surat,2548.9,1503.9,7.54,69.6,14.0,5.4,3667.5,0
Varanasi,1519.2,1060.9,8.54,62.8,25.9,4.1,3030.4,0
Chennai,3145.1,2587.3,3.5,79.8,31.1,9.6,6747.7,1
Lucknow,3179.4,2465.4,4.93,69.5,28.2,7.6,6133.0,1
Chennai,1983.3,1662.6,7.7,74.3,31.6,4.3,3820.8,1
Kochi,2159.2,1763.4,4.12,81.2,33.4,6.0,4998.4,1
Bhubaneswar,2574.6,1478.7,6.79,77.3,27.7,6.1,4621.3,1
Bhubaneswar,1028.3,922.2,7.81,74.8,27.3,2.2,2607.8,0
Lucknow,947.2,825.6,7.74,62.7,20.3,1.1,2738.4,0
Guwahati,2616.7,1684.0,5.7,68.1,22.8,4.3,5160.4,1
Bhubaneswar,1978.1,932.2,7.64,66.4,23.6,2.1,3335.3,0
Patna,1652.8,969.5,7.65,62.4,31.2,2.6,2761.7,0
Lucknow,1807.2,1493.3,7.35,58.1,27.7,3.2,3432.1,0
Lucknow,300.0,263.4,9.43,62.3,26.9,0.1,1373.7,0
Bhubaneswar,1676.1,1381.6,6.18,66.1,26.4,7.5,5123.0,0
Kolkata,1310.5,823.7,6.71,53.7,25.9,2.4,3105.4,0
Chennai,2396.7,1139.5,6.4,62.3,32.7,1.7,3046.8,0
Kurnool,2446.8,1670.9,6.0,68.9,29.4,1.5,4617.0,1
Bhubaneswar,2174.8,1347.0,5.67,67.3,33.0,8.6,4718.6,1
Lucknow,2057.0,1039.5,8.19,64.6,20.2,6.0,2636.7,0
Guwahati,826.7,411.4,9.04,66.9,31.1,2.1,2212.4,0
Guwahati,2183.9,1133.2,8.19,57.5,27.1,6.4,3658.9,0
Patna,2209.1,1198.7,6.08,64.9,27.9,5.4,3258.8,0
Varanasi,2609.4,2059.3,3.92,68.4,34.4,7.3,5420.5,1
Chennai,3176.8,1975.3,6.28,80.4,27.4,4.7,5082.3,1
Kolkata,699.8,452.5,8.62,55.7,31.0,5.5,1951.7,0
Varanasi,1547.5,1113.1,6.76,63.0,24.9,3.2,3134.6,0
Chennai,1317.5,1162.1,7.64,71.8,29.1,3.4,3173.0,0
Bhubaneswar,1912.1,1511.4,6.81,76.6,22.6,5.6,4504.7,0
Kochi,1808.7,1339.5,5.09,76.0,28.8,5.0,3686.0,1
Kurnool,1647.8,1293.1,8.09,56.9,30.5,5.8,3147.8,0
Kochi,2467.9,1909.4,4.72,75.2,33.4,7.8,4998.4,1
Chennai,1084.1,824.6,9.5,64.1,25.7,1.8,2125.7,0
Guwahati,1123.3,756.4,6.32,61.5,26.9,2.8,1979.0,0
Patna,1134.3,799.7,8.04,62.6,26.4,4.0,3189.7,0
Kurnool,1565.8,1029.8,6.96,72.0,28.0,2.4,3263.9,0
Lucknow,1001.4,628.6,5.9,66.9,25.1,5.2,2165.3,0
Varanasi,1768.4,1011.3,7.93,69.5,20.4,3.6,2547.4,1
Varanasi,1692.4,1032.1,5.05,65.6,24.8,6.9,3449.2,0
Kochi,1288.8,828.5,7.3,76.1,28.8,0.2,1787.9,0
Chennai,2367.9,1682.9,6.9,67.8,28.4,7.4,4621.3,1
Kolkata,1761.3,1188.8,6.22,56.1,31.2,2.5,3271.2,0
Chennai,2490.7,1241.8,5.69,64.7,32.4,3.2,3544.7,1
Patna,1673.2,1008.9,8.1,64.5,27.2,5.5,3408.0,0
Kochi,1784.3,1105.0,6.72,72.8,22.7,3.5,2902.3,0
Lucknow,1434.2,1101.6,6.56,61.9,30.6,9.2,3913.5,1
Surat,1795.4,1076.9,8.46,67.7,29.0,4.9,3843.2,0
Varanasi,2263.0,1026.4,5.89,55.4,28.0,2.3,2088.0,0
Varanasi,1532.6,747.9,7.3,68.3,33.9,3.7,2726.3,0
Kurnool,2137.0,1439.6,7.19,68.4,30.8,4.7,3488.9,1
Lucknow,1271.7,680.1,6.6,59.5,29.5,4.1,3081.2,0
Kochi,2293.4,1542.5,7.96,81.8,29.7,5.0,4502.8,1
Chennai,1423.1,1008.1,6.98,70.6,32.4,4.5,3464.5,0
Patna,2353.6,2047.7,5.82,67.3,26.2,7.8,5082.5,1
Kochi,1839.6,1370.5,7.36,66.8,25.5,5.1,3987.2,0
Kochi,2788.6,1293.8,6.4,83.1,28.1,6.8,4091.5,1
Kurnool,1049.9,652.3,7.5,72.8,24.3,0.0,1025.7,0
Lucknow,840.5,678.3,7.92,66.7,28.8,2.7,2397.9,0
Guwahati,1399.5,793.8,8.49,51.1,29.4,1.5,2651.1,0
Kochi,900.0,779.6,6.65,70.1,28.7,0.1,1653.0,0
Guwahati,901.2,620.1,6.77,56.8,27.6,0.6,2225.5,0
Guwahati,2204.0,1083.5,8.68,72.8,35.6,2.7,3112.5,0
Kochi,1797.3,1004.2,6.42,59.8,32.8,3.2,3540.3,0
Kolkata,1488.2,1276.6,7.0,69.5,28.6,5.3,3568.7,0
Kolkata,1548.5,1387.7,6.14,63.7,29.4,6.1,4102.4,0
Kochi,1411.8,1183.6,6.65,63.5,34.5,3.5,3483.4,0
Chennai,2872.7,1707.3,7.21,74.2,26.7,9.4,3872.7,1
Kolkata,1321.9,1052.2,7.02,56.6,25.1,3.1,2920.5,0
Patna,940.6,517.3,7.94,73.9,29.9,0.0,1765.7,0
Kolkata,2317.4,1443.8,5.93,61.9,30.7,4.5,3001.4,0
Guwahati,1659.8,1267.6,6.08,60.0,31.0,4.7,3913.8,1
Patna,3125.2,2768.9,2.49,83.8,32.3,3.5,6236.8,1
Kochi,1458.0,944.2,6.81,71.3,26.1,5.8,3232.0,1
Kurnool,2349.9,1581.8,7.75,67.4,23.4,5.5,4599.6,0
Varanasi,2503.4,1374.6,7.17,61.0,26.7,2.7,3431.0,0
Varanasi,1461.1,922.6,7.03,57.8,31.3,1.4,2648.8,0
Kochi,1317.1,630.0,9.15,54.5,25.3,3.8,2736.9,0
Varanasi,2281.9,1908.5,3.43,74.1,21.3,8.7,5299.4,1
Lucknow,2173.7,1001.0,8.75,63.6,29.6,2.3,2143.8,0
Varanasi,883.1,669.0,9.41,63.6,26.7,0.0,2024.9,0
Varanasi,1066.5,611.1,10.0,62.7,22.1,2.5,2222.6,0
Chennai,300.0,199.3,10.0,61.8,29.3,1.4,1681.0,0
Guwahati,2187.0,1261.2,7.12,64.0,27.5,5.7,3617.0,0
Kolkata,1629.8,1026.8,8.59,59.9,35.7,2.6,2568.4,0
Bhubaneswar,1694.6,1179.5,6.14,66.6,29.4,4.0,3016.8,1
Kolkata,700.6,517.3,7.89,59.4,31.3,1.9,2537.9,0
Kolkata,1086.2,948.4,7.28,65.1,28.9,5.4,3267.3,0
Guwahati,1489.3,892.8,8.98,58.8,26.6,5.9,3670.9,0
Surat,1363.0,972.1,6.36,67.7,27.0,6.7,3971.0,0
Guwahati,1876.6,1605.9,4.81,62.5,33.3,8.4,4404.1,1
Kurnool,2179.3,1265.3,6.89,63.8,32.0,8.2,3734.9,1
Kolkata,3275.2,2748.8,4.06,86.7,23.0,12.0,7135.1,1
Kolkata,1787.0,1574.2,5.16,62.5,24.0,4.5,4422.2,1
Kolkata,2525.0,2099.2,5.48,80.3,24.2,10.7,5298.7,1
Varanasi,1260.5,890.5,8.99,54.6,33.2,0.5,2641.6,0
Bhubaneswar,711.3,551.2,9.57,50.5,22.1,6.7,2761.0,0
Chennai,1571.0,1047.0,7.52,55.5,32.1,1.8,2455.7,0
Kolkata,761.5,547.3,8.16,60.7,30.6,3.8,1800.1,0
Chennai,1809.5,1607.8,7.77,73.9,29.6,8.7,4917.5,1
Bhubaneswar,1292.7,727.8,7.87,69.3,27.1,3.6,3365.9,0
Patna,529.7,427.3,9.57,66.1,33.8,0.0,1451.2,0
Lucknow,2928.4,1984.9,7.16,78.2,29.5,5.3,5140.2,1
Varanasi,1450.6,768.2,8.68,57.0,23.2,3.5,2360.4,0
Bhubaneswar,735.5,544.0,7.17,54.9,24.2,3.2,2262.9,0
Surat,2383.8,1922.8,3.78,77.1,22.4,6.6,4803.9,1
Guwahati,1326.4,936.4,7.05,72.0,33.8,3.5,2806.8,0
Kurnool,2508.6,2074.2,5.58,67.6,34.7,4.6,6062.6,1
Bhubaneswar,1323.3,813.4,8.15,70.1,33.3,6.5,3086.3,0
Bhubaneswar,1448.4,1247.4,9.1,54.8,28.4,3.8,2871.2,0
Lucknow,2024.1,1501.4,6.58,70.9,23.3,7.0,4601.7,1
Kolkata,2185.6,1773.4,5.12,70.4,24.8,9.2,5551.8,1
Surat,2299.5,1317.3,5.27,65.7,25.0,2.5,3736.8,1
Varanasi,1741.7,1133.4,8.23,65.5,28.8,4.4,3292.9,0
Lucknow,2143.6,1842.1,5.32,66.6,34.5,7.2,4616.4,1
Patna,2284.7,1080.4,5.4,67.5,34.5,3.4,2795.5,0
Varanasi,1930.4,1219.6,6.76,66.4,27.0,6.3,3672.2,0
Kurnool,1707.3,1367.8,5.31,73.0,20.1,3.6,3549.8,1
Chennai,860.6,675.3,7.5,70.7,24.3,2.6,2099.0,0
Kolkata,2189.5,1824.3,5.38,72.3,33.8,5.9,5274.1,1
Bhubaneswar,1827.4,1430.4,5.27,63.0,29.9,9.8,4923.2,1
Kolkata,1531.1,1341.6,5.93,60.3,27.6,3.5,4145.9,1
Kurnool,2630.5,1773.6,4.67,81.3,27.3,7.9,4627.0,1
Chennai,871.9,637.3,7.27,70.2,26.0,5.9,2287.1,0
Lucknow,2868.6,2385.2,2.99,81.9,24.2,6.8,5940.9,1
Bhubaneswar,1785.5,1367.3,5.87,67.7,37.3,5.1,4044.5,1
Varanasi,2006.4,995.0,6.26,68.9,35.9,1.6,2815.5,0
Surat,1543.2,949.3,8.0,71.4,25.7,0.0,2647.5,0
Bhubaneswar,716.4,500.5,8.59,55.8,22.0,0.2,2364.2,0
Surat,1709.3,1349.7,7.76,67.4,29.7,3.7,3592.0,0
Varanasi,2017.6,1401.4,8.4,61.1,28.4,4.1,4132.1,0
Guwahati,2239.5,1791.4,6.19,70.5,31.5,5.9,4938.7,1
Patna,1671.3,1382.0,6.86,76.8,32.4,5.0,3928.1,1
Kurnool,374.8,213.4,9.83,63.4,24.3,0.0,1488.5,0
Lucknow,797.9,580.3,8.7,61.1,34.1,2.8,1874.0,0
Patna,3133.8,2195.9,4.58,58.7,27.6,10.4,5610.9,1
Kochi,1089.9,601.9,8.1,56.5,31.4,4.8,2637.7,0
Varanasi,2727.6,1828.7,4.24,72.2,28.0,6.1,4169.1,1
Kochi,1192.8,831.2,8.54,61.2,32.7,4.8,3076.8,0
Guwahati,1681.4,1375.1,6.35,67.7,19.6,3.6,3258.3,1
Kurnool,2206.4,1450.6,7.81,69.6,32.0,4.6,4566.5,1
Patna,1266.9,616.2,9.11,57.4,25.7,3.0,2114.3,0
Kolkata,2834.9,1897.4,4.51,72.1,29.3,6.2,5541.2,1
Chennai,1849.2,1529.5,7.41,68.0,34.0,3.0,3830.3,1
Kolkata,2099.6,1484.5,3.32,64.2,25.8,7.0,4216.2,1
Patna,1626.1,965.0,9.44,74.8,25.2,1.8,3104.2,0
Kochi,2228.2,1926.1,3.67,69.6,27.5,5.9,5096.8,1
Guwahati,2826.2,1469.8,6.72,54.8,27.3,7.4,4311.9,1
Kochi,1714.7,1023.8,7.65,75.0,24.8,4.8,3055.3,0
Chennai,2924.3,1891.2,6.45,67.1,29.4,7.2,4910.8,1
Varanasi,1402.5,1096.9,6.65,70.3,29.6,1.0,3841.6,0
Kochi,2296.7,1897.2,2.84,68.1,30.9,4.5,4090.6,1
Lucknow,2117.9,1008.9,6.86,67.6,25.7,4.5,2669.0,0
Bhubaneswar,1105.4,891.4,7.24,62.8,25.2,4.5,3414.1,0
Patna,1939.0,1501.2,3.85,74.6,28.5,5.9,4656.4,1
Kolkata,1804.8,1538.8,6.07,67.7,28.0,4.6,3756.1,1
Surat,1245.4,1065.1,5.9,60.7,28.1,2.8,2357.7,0
Guwahati,2032.7,1625.9,6.53,71.3,26.2,6.3,4994.3,1
Kolkata,1895.1,1015.0,6.93,61.9,30.3,1.2,2349.2,0
Kolkata,1752.8,1036.3,9.31,52.8,25.2,3.9,2941.6,0
Kurnool,1755.4,1529.6,5.75,65.2,28.5,2.8,3923.4,1
Kolkata,1741.5,1252.4,7.14,83.6,27.8,2.4,2917.3,0
Kolkata,1561.0,1080.9,6.82,53.9,28.9,4.3,3628.1,0
Varanasi,1890.9,1630.1,4.02,71.2,33.7,7.1,4591.2,1
Patna,1381.5,1165.1,6.64,64.1,23.7,4.9,3133.0,0
